2018-07-19 00:07:37.892069,11
2018-07-19 00:07:40.748983,18
2018-07-19 00:07:41.300245,9
2018-07-19 00:07:42.552887,9
2018-07-19 00:07:43.855871,9
2018-07-19 00:07:45.159020,15
2018-07-19 00:07:46.711912,48
2018-07-19 00:07:46.762608,241
2018-07-19 00:07:46.862900,18
2018-07-19 00:07:47.062978,22
2018-07-19 00:07:47.113278,40
2018-07-19 00:07:50.370820,11
2018-07-19 00:07:51.271874,22
2018-07-19 00:07:51.523201,11
2018-07-19 00:07:51.974347,11
2018-07-19 00:07:52.926661,11
2018-07-19 00:07:54.129171,11
2018-07-19 00:07:54.179265,11
2018-07-19 00:07:54.380007,11
2018-07-19 00:07:54.830759,11
2018-07-19 00:07:54.880767,11
2018-07-19 00:07:55.833016,11
2018-07-19 00:07:57.085781,9
2018-07-19 00:07:57.687168,11
2018-07-19 00:07:58.539248,11
2018-07-19 00:08:01.445758,11
2018-07-19 00:08:04.752883,15
2018-07-19 00:08:05.104254,11
2018-07-19 00:08:06.056624,11
2018-07-19 00:08:08.911874,22
2018-07-19 00:08:11.316860,167
2018-07-19 00:08:11.366863,400
2018-07-19 00:08:11.416880,11
2018-07-19 00:08:11.466888,59
2018-07-19 00:08:13.721324,33
2018-07-19 00:08:13.821862,11
2018-07-19 00:08:15.024388,9
2018-07-19 00:08:15.575577,70
2018-07-19 00:08:15.625658,285
2018-07-19 00:08:15.675820,184
2018-07-19 00:08:15.725825,70
2018-07-19 00:08:16.126697,70
2018-07-19 00:08:16.176866,137
2018-07-19 00:08:16.276900,607
2018-07-19 00:08:16.377060,70
2018-07-19 00:08:16.427145,453
2018-07-19 00:08:16.527611,254
2018-07-19 00:08:16.627786,70
2018-07-19 00:08:16.677950,517
2018-07-19 00:08:16.727955,242
2018-07-19 00:08:16.828134,141
2018-07-19 00:08:16.878223,584
2018-07-19 00:08:16.928308,11
2018-07-19 00:08:16.978355,59
2018-07-19 00:08:17.178957,70
2018-07-19 00:08:17.229044,141
2018-07-19 00:08:17.279133,528
2018-07-19 00:08:17.329143,70
2018-07-19 00:08:17.930376,70
2018-07-19 00:08:17.980455,587
2018-07-19 00:08:18.030495,184
2018-07-19 00:08:18.080014,656
2018-07-19 00:08:18.130673,11
2018-07-19 00:08:18.180759,59
2018-07-19 00:08:18.732055,70
2018-07-19 00:08:18.782138,517
2018-07-19 00:08:18.831869,172
2018-07-19 00:08:18.882558,70
2018-07-19 00:08:18.932612,496
2018-07-19 00:08:18.982775,172
2018-07-19 00:08:19.032924,11
2018-07-19 00:08:19.082931,59
2018-07-19 00:08:19.133012,11
2018-07-19 00:08:19.183100,11
2018-07-19 00:08:19.233194,576
2018-07-19 00:08:19.333358,119
2018-07-19 00:08:19.382919,59
2018-07-19 00:08:19.433837,70
2018-07-19 00:08:19.483987,70
2018-07-19 00:08:19.533991,70
2018-07-19 00:08:19.584066,141
2018-07-19 00:08:19.634150,11
2018-07-19 00:08:19.684240,587
2018-07-19 00:08:19.884588,11
2018-07-19 00:08:19.935067,341
2018-07-19 00:08:19.985059,145
2018-07-19 00:08:20.035132,4968
2018-07-19 00:08:20.085204,6387
2018-07-19 00:08:20.135276,19756
2018-07-19 00:08:20.185346,6939
2018-07-19 00:08:20.235122,9176
2018-07-19 00:08:20.285485,36543
2018-07-19 00:08:20.335170,37537
2018-07-19 00:08:20.385493,30408
2018-07-19 00:08:20.420039,61989
2018-07-19 00:08:20.435777,22810
2018-07-19 00:08:20.485776,16306
2018-07-19 00:08:20.515153,28096
2018-07-19 00:08:20.535828,11636
2018-07-19 00:08:20.556873,35187
2018-07-19 00:08:20.575404,34499
2018-07-19 00:08:20.585890,2756
2018-07-19 00:08:20.593943,42422
2018-07-19 00:08:20.602703,39112
2018-07-19 00:08:20.613971,40063
2018-07-19 00:08:20.623199,35308
2018-07-19 00:08:20.636261,989
2018-07-19 00:08:20.653971,42867
2018-07-19 00:08:20.668939,31902
2018-07-19 00:08:20.685572,39133
2018-07-19 00:08:20.685788,2865
2018-07-19 00:08:20.700708,49969
2018-07-19 00:08:20.721826,31768
2018-07-19 00:08:20.736397,2065
2018-07-19 00:08:20.760633,38698
2018-07-19 00:08:20.774204,43666
2018-07-19 00:08:20.785783,41827
2018-07-19 00:08:20.831528,31150
2018-07-19 00:08:20.835806,759
2018-07-19 00:08:20.852665,46001
2018-07-19 00:08:20.871849,47075
2018-07-19 00:08:20.886839,988
2018-07-19 00:08:20.896814,57862
2018-07-19 00:08:20.936861,39608
2018-07-19 00:08:20.948940,73664
2018-07-19 00:08:20.972765,41293
2018-07-19 00:08:20.984444,57044
2018-07-19 00:08:20.986823,10823
2018-07-19 00:08:21.030255,52873
2018-07-19 00:08:21.036825,2281
2018-07-19 00:08:21.086877,1990
2018-07-19 00:08:21.111586,62878
2018-07-19 00:08:21.129138,63217
2018-07-19 00:08:21.136819,32123
2018-07-19 00:08:21.152804,49771
2018-07-19 00:08:21.168943,50337
2018-07-19 00:08:21.186882,38888
2018-07-19 00:08:21.214359,42184
2018-07-19 00:08:21.236882,30550
2018-07-19 00:08:21.264152,60876
2018-07-19 00:08:21.286889,37656
